,TAXYEAR,PARCEL,SFRCONDO,COMPLEXID,INSPECTION,CLASS,STORIES,ROOMS,QUALITY,WALLS,ROOF,HEAT,COOL,BATHFIXTUR,PATIO,PATIONUMBE,CONDITION,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,VALUATIONC,APPLICATION,ENHANCEMEN,ADJUSTMENT,APPRAISER,PHONE
4092,2020,118262060,S,9999,Jan 26 2015 12:00AM,1,1,4,1,3,7,4,1,3,9,0,1,596,1950,9,0,0,40804,40804,27053,20150127,00,0125,0,1,Rachel V.,724-7427
4093,2020,11901082A,S,9999,Jan  1 2007 12:00AM,1,1,3,1,0,7,8,1,3,9,0,1,431,1947,9,0,0,49788,49788,37839,20080201,00,0125,0,1,Rachel V.,724-7427
4094,2020,11901082B,S,9999,Jan  1 2007 12:00AM,1,1,5,1,3,7,8,1,3,9,0,1,820,1946,9,0,0,69019,69019,52454,20121214,00,0125,3750,1,Rachel V.,724-7427
4095,2020,11902034B,S,9999,Jan 26 2015 12:00AM,1,1,5,2,0,7,8,2,3,3,2,1,851,1955,9,0,0,48575,48575,32205,20150127,00,0125,0,1,Rachel V.,724-7427
4096,2020,119030120,S,9999,Apr  1 2003 12:00AM,1,1,5,3,2,1,1,1,3,3,1,1,718,1945,9,0,0,53797,53797,40886,20030904,00,0125,0,1,Rachel V.,724-7427
4097,2020,119030230,S,9999,Apr  1 2003 12:00AM,1,1,3,2,3,7,8,2,3,9,0,1,655,1933,9,0,0,43676,43676,33194,20070207,00,0125,0,1,Rachel V.,724-7427
4098,2020,119030420,S,9999,Oct  1 2010 12:00AM,1,1,5,1,7,7,9,1,3,3,1,1,1131,1958,9,0,0,50702,50702,38534,20101027,00,0125,0,1,Rachel V.,724-7427
4099,2020,119030610,S,9999,Oct  1 1965 12:00AM,1,1,5,1,3,7,6,2,3,3,2,1,996,1945,3,1,0,48619,48619,36950,19751125,00,0125,0,1,Rachel V.,724-7427
4100,2020,119030690,S,9999,Apr  1 2003 12:00AM,1,1,4,2,7,7,8,2,3,9,0,1,875,1961,9,0,0,49209,49209,37399,20031009,00,0125,0,1,Rachel V.,724-7427
4101,2020,119030750,S,9999,Apr  1 2003 12:00AM,1,1,4,2,3,7,8,2,3,9,0,1,905,1959,9,0,0,49909,49909,37931,20030904,00,0125,0,1,Rachel V.,724-7427
4102,2020,119030790,S,9999,Oct  1 1965 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,967,1947,1,1,0,47703,47703,36254,19751125,00,0125,0,1,Rachel V.,724-7427
4103,2020,119030810,S,9999,Jul  1 2007 12:00AM,1,1,3,1,0,7,9,1,3,9,0,1,480,1950,9,0,0,35553,35553,27020,20070822,00,0125,0,1,Rachel V.,724-7427
4104,2020,11903084B,S,9999,Oct  1 1965 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,999,1951,9,0,0,46222,46222,35129,19751125,00,0125,0,1,Rachel V.,724-7427
4105,2020,119030850,S,9999,Apr  1 2003 12:00AM,1,1,6,2,3,7,6,2,3,9,0,1,1481,1952,9,0,0,61643,61643,46849,20030904,00,0125,0,1,Rachel V.,724-7427
4106,2020,119030940,S,9999,Oct  1 1965 12:00AM,1,1,4,1,3,7,6,1,3,3,1,1,759,1937,3,1,0,45490,45490,34572,19751125,00,0125,0,1,Rachel V.,724-7427
4107,2020,11903098A,S,9999,May 18 2017 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,801,1935,9,0,0,42249,42249,32109,20170523,00,0125,0,1,Rachel V.,724-7427
4108,2020,11903099B,S,9999,Apr  1 2003 12:00AM,1,1,4,1,7,7,6,1,3,9,0,2,677,1930,9,0,0,41640,41640,31646,20070207,00,0125,0,1,Rachel V.,724-7427
4109,2020,11903101A,S,9999,Oct  6 2016 12:00AM,1,1,5,1,0,7,8,2,3,3,1,1,732,1958,9,0,0,41321,41321,31404,20161012,00,0125,0,1,Rachel V.,724-7427
4110,2020,119031080,S,9999,Apr  1 2003 12:00AM,1,1,3,2,3,7,8,2,3,9,0,1,569,1944,9,0,0,41270,41270,31365,20070207,00,0125,0,1,Rachel V.,724-7427
4111,2020,119031100,S,9999,Apr  1 2003 12:00AM,1,1,7,2,3,7,8,2,3,3,1,1,1333,1956,3,1,0,58758,58758,44656,20030904,00,0125,0,1,Rachel V.,724-7427
4112,2020,119031120,S,9999,Apr  1 2003 12:00AM,1,1,4,1,0,7,8,2,3,9,0,1,484,1975,9,0,0,32873,32873,24983,20070207,00,0125,0,1,Rachel V.,724-7427
4113,2020,119031170,S,9999,Jan  1 1984 12:00AM,1,1,3,1,3,7,8,2,3,3,1,1,592,1945,9,0,0,35915,35915,27295,19841119,00,0125,0,1,Rachel V.,724-7427
4114,2020,119031180,S,9999,Jan  1 1976 12:00AM,1,1,6,1,3,7,8,2,3,9,0,1,1266,1960,9,0,0,47115,47115,35807,19900130,00,0125,0,1,Rachel V.,724-7427
4115,2020,119031340,S,9999,Oct  1 1965 12:00AM,1,1,4,1,3,7,8,2,3,3,1,1,704,1935,9,0,0,40695,40695,30928,19751125,00,0125,0,1,Rachel V.,724-7427
4116,2020,119031680,S,9999,Apr  1 2003 12:00AM,1,1,6,2,3,7,8,1,3,3,2,1,1100,1952,9,0,0,58581,58581,44522,20031001,00,0125,0,1,Rachel V.,724-7427
4117,2020,119031700,S,9999,Jul  1 1985 12:00AM,1,1,3,2,3,7,8,0,3,9,0,1,834,1940,9,0,0,52444,52444,39857,20041028,00,0125,0,1,Rachel V.,724-7427
4118,2020,119031800,S,9999,Apr  1 2003 12:00AM,1,1,4,2,3,7,8,1,3,9,0,1,850,1953,9,0,0,51385,51385,39053,20031009,00,0125,0,1,Rachel V.,724-7427
4119,2020,119031910,S,9999,Apr  1 2003 12:00AM,1,1,4,2,0,7,8,1,2,3,2,1,822,1957,3,2,0,54714,54714,41583,20031001,00,0125,0,1,Rachel V.,724-7427
4120,2020,119032090,S,9999,May  1 2003 12:00AM,1,1,7,1,3,7,8,2,6,3,1,1,1300,1959,9,0,0,52157,52157,39639,20030702,00,0125,0,1,Rachel V.,724-7427
4121,2020,11903225A,S,9999,Mar  1 2004 12:00AM,1,1,3,2,0,7,8,2,3,9,0,1,852,1954,3,2,0,49353,49353,37508,20040916,00,0125,0,1,Rachel V.,724-7427
4122,2020,11903226E,S,9999,Apr  1 2003 12:00AM,1,1,5,2,3,7,6,1,3,9,0,1,1058,1959,9,0,0,56411,56411,42872,20031001,00,0125,0,1,Rachel V.,724-7427
4123,2020,11903237A,S,9999,Apr  1 2003 12:00AM,1,1,4,3,0,7,1,1,3,3,2,1,810,1948,9,0,0,57235,57235,43499,20031001,00,0125,0,1,Rachel V.,724-7427
4124,2020,119032480,S,9999,Nov  1 1965 12:00AM,1,1,3,1,3,7,8,1,3,9,0,1,525,1950,9,0,0,37667,37667,28627,19751125,00,0125,0,1,Rachel V.,724-7427
4125,2020,11903327A,S,9999,Jul  1 2007 12:00AM,1,1,4,2,3,7,8,2,3,9,0,1,775,1950,9,0,0,48471,48471,36838,20070822,00,0125,0,1,Rachel V.,724-7427
4126,2020,119033290,S,9999,Jan  1 2007 12:00AM,1,1,5,1,3,7,8,1,3,9,0,1,909,1943,9,0,0,65315,65315,49639,20070129,00,0125,0,1,Rachel V.,724-7427
4127,2020,119033350,S,9999,Oct  1 1988 12:00AM,1,1,6,2,3,1,8,2,3,3,1,1,949,1933,1,1,0,53770,53770,40865,20041026,00,0125,0,1,Rachel V.,724-7427
4128,2020,119033380,S,9999,Apr  1 1984 12:00AM,1,1,4,2,3,7,8,2,3,3,1,1,750,1944,3,1,0,48186,48186,36621,20041026,00,0125,0,1,Rachel V.,724-7427
4129,2020,119033400,S,9999,Oct  1 1988 12:00AM,1,1,4,2,0,1,6,1,3,3,1,1,720,1952,9,0,0,48542,48542,36892,20041026,00,0125,0,1,Rachel V.,724-7427
4130,2020,119033420,S,9999,Oct  1 1965 12:00AM,1,1,4,2,0,7,8,2,3,3,1,1,753,1953,9,0,0,46845,46845,35602,20041028,00,0125,0,1,Rachel V.,724-7427
4131,2020,11903374A,S,9999,Jan  1 2007 12:00AM,1,1,3,1,0,6,9,9,3,9,0,1,567,1950,9,0,0,35361,35361,26874,20070122,00,0125,0,1,Rachel V.,724-7427
4132,2020,11903394A,S,9999,Sep 18 2015 12:00AM,1,1,6,1,0,7,8,1,3,3,1,1,1180,1936,9,0,0,52929,52929,40226,20150922,00,0125,0,1,Rachel V.,724-7427
4133,2020,119034180,S,9999,Jan  1 2007 12:00AM,1,1,5,1,2,7,8,1,3,3,1,1,948,1947,9,0,0,71563,71563,54388,20070129,00,0125,0,1,Rachel V.,724-7427
4134,2020,11903453E,S,9999,Jan 26 2015 12:00AM,1,1,3,1,0,1,8,1,3,9,0,1,296,1930,9,0,0,30412,30412,23113,20150129,00,0125,0,1,Rachel V.,724-7427
4135,2020,119034560,S,9999,Apr  1 1984 12:00AM,1,1,5,2,3,7,8,1,3,3,1,1,880,1949,9,0,0,52752,52752,40092,20041022,00,0125,0,1,Rachel V.,724-7427
4136,2020,119034570,S,9999,Apr  1 1984 12:00AM,1,1,8,1,3,7,8,1,6,3,2,1,1410,1950,9,0,0,57635,57635,43803,19841119,00,0125,0,1,Rachel V.,724-7427
4137,2020,119034820,S,9999,Oct  1 1965 12:00AM,1,1,6,1,3,7,8,2,3,9,0,1,875,1950,9,0,0,43785,43785,33277,19751125,00,0125,0,1,Rachel V.,724-7427
4138,2020,119034850,S,9999,Jan  1 2006 12:00AM,1,1,4,1,3,3,1,1,3,9,0,2,690,1973,9,0,0,63249,63249,48069,20070129,00,0125,0,1,Rachel V.,724-7427
4139,2020,119040020,S,9999,Mar  1 2003 12:00AM,1,1,4,2,0,7,1,2,3,3,1,1,960,1941,9,0,0,54992,54992,41794,20031215,00,0125,0,1,Rachel V.,724-7427
4140,2020,11904041A,S,9999,Oct 25 2012 12:00AM,1,1,4,2,0,3,1,1,3,3,1,1,810,1937,9,0,0,61176,61176,46494,20121031,00,0125,7200,1,Rachel V.,724-7427
4141,2020,119040440,S,9999,Apr  1 1977 12:00AM,1,1,3,1,3,7,8,2,3,9,0,1,487,1940,9,0,0,32649,32649,24813,19900817,00,0125,0,1,Rachel V.,724-7427
4142,2020,11904045A,S,9999,Feb  1 2003 12:00AM,1,1,4,3,0,7,6,1,3,3,1,1,1428,1945,3,1,0,67296,67296,51145,20031006,00,0125,0,1,Rachel V.,724-7427
4143,2020,119040960,S,9999,Mar  1 2003 12:00AM,1,1,4,3,2,1,8,9,3,3,1,1,675,1952,9,0,0,43580,43580,33121,20031003,00,0125,0,0.95,Rachel V.,724-7427
4144,2020,11904179A,S,9999,Oct  1 1965 12:00AM,1,1,3,1,0,7,8,2,3,3,1,1,750,1930,9,0,0,39572,39572,30075,19751205,00,0125,0,1,Rachel V.,724-7427
4145,2020,119042210,S,9999,Jan 27 2015 12:00AM,1,1,3,1,0,6,6,1,3,9,0,1,672,1954,9,0,0,69007,69007,52445,20150127,00,0125,0,1,Rachel V.,724-7427
4146,2020,119042340,S,9999,Jan  1 2007 12:00AM,1,1,4,1,0,7,8,1,3,9,0,1,506,1942,9,0,0,55914,55914,42495,20070129,00,0125,0,1,Rachel V.,724-7427
4147,2020,119043150,S,9999,Mar  1 2003 12:00AM,1,1,4,2,0,7,6,1,3,9,0,1,720,1948,9,0,0,47934,47934,36430,20031002,00,0125,0,1,Rachel V.,724-7427
4148,2020,119043230,S,9999,Mar  1 2003 12:00AM,1,1,3,2,0,7,8,2,3,3,2,1,755,1948,9,0,0,47504,47504,36103,20031003,00,0125,0,1,Rachel V.,724-7427
4149,2020,119043320,S,9999,Mar  1 2003 12:00AM,1,1,4,2,0,7,8,1,3,9,0,1,560,1943,9,0,0,41095,41095,31232,20031003,00,0125,0,1,Rachel V.,724-7427
4150,2020,119044290,S,9999,Dec  1 1965 12:00AM,1,1,2,1,0,7,8,2,3,9,0,1,454,1944,9,0,0,29988,29988,22791,19751205,00,0125,0,1,Rachel V.,724-7427
4151,2020,119044660,S,9999,Feb  1 2003 12:00AM,1,1,2,2,2,0,1,2,3,9,0,2,470,1938,9,0,0,40500,40500,30780,20031006,00,0125,0,1,Rachel V.,724-7427
4152,2020,11904491A,S,9999,Dec  1 2008 12:00AM,1,1,4,3,3,7,6,1,3,3,2,2,684,1963,3,1,0,51738,51738,39321,20081219,00,0125,0,1,Rachel V.,724-7427
4153,2020,119044970,S,9999,Feb  1 2003 12:00AM,1,1,4,3,0,1,8,2,3,3,1,1,578,1930,1,1,0,46268,46268,35164,20031006,00,0125,0,1,Rachel V.,724-7427
4154,2020,119045230,S,9999,Jan  1 2007 12:00AM,1,1,5,1,0,7,8,1,3,9,0,1,682,1941,9,0,0,59708,59708,45378,20070130,00,0125,0,1,Rachel V.,724-7427
4155,2020,119046140,S,9999,Oct  1 1988 12:00AM,1,1,2,1,0,7,8,2,3,9,0,1,400,1952,9,0,0,32335,32335,24575,19881027,00,0125,0,1,Rachel V.,724-7427
4156,2020,119180100,S,9999,Jul  1 1985 12:00AM,1,1,3,1,0,7,4,1,3,9,0,1,525,1962,9,0,0,85015,85015,55260,20070207,00,0125,0,1,Rachel V.,724-7427
4157,2020,11918013B,S,9999,Dec 29 2015 12:00AM,1,1,4,1,0,7,8,1,4,9,0,1,676,1949,9,0,0,114171,114171,74211,20151231,00,0125,0,1,Rachel V.,724-7427
4158,2020,11921002A,S,9999,Jul  1 1985 12:00AM,1,1,7,1,2,1,1,1,6,9,0,1,1816,1968,9,0,0,94335,94335,61318,20070207,00,0125,0,1,Rachel V.,724-7427
4159,2020,119210290,S,9999,Jan  4 2019 12:00AM,1,1,4,1,0,6,8,1,3,3,1,1,1827,1957,3,2,0,127579,127579,82926,20190107,00,0125,0,1,Rachel V.,724-7427
4160,2020,119411550,S,9999,Jan  1 1978 12:00AM,1,1,2,2,2,7,6,1,3,9,0,1,393,1955,1,1,0,55106,55106,35819,19780726,00,0125,0,1,Rachel V.,724-7427
4161,2020,119411570,S,9999,Jan  1 1966 12:00AM,1,1,3,2,3,3,6,1,3,3,1,2,544,1954,9,0,0,55999,55999,36399,19760415,00,0125,0,1,Rachel V.,724-7427
4162,2020,120010090,S,9999,Jan  9 2019 12:00AM,1,1,4,2,2,7,8,2,3,3,1,1,624,1951,9,0,0,40400,45929,40400,20190110,OL,0110,0,1,Rachel V.,724-7427
4163,2020,120020470,S,9999,Jan 26 2015 12:00AM,1,1,4,1,3,7,1,1,3,3,1,1,480,1950,9,0,0,41326,41326,37193,20181101,00,0125,0,1,Rachel V.,724-7427
4164,2020,120020490,S,9999,Oct  1 1965 12:00AM,1,1,6,1,3,7,8,1,6,9,0,2,1086,1950,3,1,0,54770,54770,49293,19751125,00,0125,0,1,Rachel V.,724-7427
4165,2020,120020560,S,9999,Jan  9 2019 12:00AM,1,1,3,1,0,7,8,1,3,3,1,1,426,1954,9,0,0,32900,37451,32900,20190110,OL,0110,0,1,Rachel V.,724-7427
4166,2020,120020600,S,9999,Jan  1 1978 12:00AM,1,1,6,1,3,7,6,2,3,9,0,2,796,1973,9,0,0,44868,44868,40381,19780726,00,0125,0,1,Rachel V.,724-7427
4167,2020,120020660,S,9999,Jun  1 2006 12:00AM,1,1,4,1,3,7,1,2,3,9,0,1,525,1951,9,0,450,45265,45265,40739,20060803,00,0125,0,1,Rachel V.,724-7427
4168,2020,120020750,S,9999,Oct  1 1979 12:00AM,1,1,5,1,2,7,8,2,3,3,1,1,759,1957,9,0,0,44336,44336,39902,19791114,00,0125,0,1,Rachel V.,724-7427
4169,2020,120020890,S,9999,Oct  1 1976 12:00AM,1,1,6,1,3,7,8,2,6,9,0,1,1025,1962,9,0,0,49363,49363,44427,19761103,00,0125,0,1,Rachel V.,724-7427
4170,2020,120021090,S,9999,May  1 1983 12:00AM,1,1,3,1,7,7,8,2,3,9,0,1,750,1962,9,0,0,43537,43537,39183,19831104,00,0125,0,1,Rachel V.,724-7427
4171,2020,120021110,S,9999,Sep  1 1988 12:00AM,1,1,6,1,7,7,1,1,6,3,1,1,1353,1959,9,0,0,62886,62886,56597,19881027,00,0125,0,1,Rachel V.,724-7427
4172,2020,120021120,S,9999,Nov  1 1965 12:00AM,1,1,3,1,2,7,8,2,3,9,0,1,660,1956,9,0,0,41411,41411,37270,19751125,00,0125,0,1,Rachel V.,724-7427
4173,2020,120021130,S,9999,Aug  1 1988 12:00AM,1,1,4,1,0,1,8,1,3,9,0,1,744,1951,1,2,0,52423,52423,47181,19881027,00,0125,0,1,Rachel V.,724-7427
4174,2020,120021170,S,9999,Nov  1 1965 12:00AM,1,1,3,1,0,7,8,2,3,3,2,1,752,1955,9,0,0,44770,44770,40293,19751125,00,0125,0,1,Rachel V.,724-7427
4175,2020,120021250,S,9999,May  1 1983 12:00AM,1,1,4,1,0,6,8,2,3,3,1,1,671,1952,1,1,0,46765,46765,42089,19831104,00,0125,0,1,Rachel V.,724-7427
4176,2020,120021340,S,9999,Jan  1 1987 12:00AM,1,1,7,1,0,7,1,1,6,3,2,2,1411,1958,9,0,0,64618,64618,58156,19870620,00,0125,0,1,Rachel V.,724-7427
4177,2020,120021600,S,9999,Nov  1 1965 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,712,1950,9,0,0,42655,42655,38390,19751125,00,0125,0,1,Rachel V.,724-7427
4178,2020,120022060,S,9999,Jan  9 2019 12:00AM,1,1,4,2,2,1,6,1,3,3,2,2,702,1955,9,0,0,43000,51388,43000,20190110,OL,0110,0,1,Rachel V.,724-7427
4179,2020,120022280,S,9999,Sep  1 1988 12:00AM,1,1,6,1,3,7,8,2,3,3,2,1,1056,1955,1,1,0,53348,53348,48013,19881027,00,0125,0,1,Rachel V.,724-7427
4180,2020,120061660,S,9999,Jan  9 2019 12:00AM,1,1,4,1,0,7,8,1,3,9,0,1,460,1939,9,0,0,26600,48626,26600,20190110,OL,0110,0,1,Rachel V.,724-7427
4181,2020,120062220,S,9999,Jan  9 2019 12:00AM,1,1,5,1,0,1,1,1,3,3,2,1,1078,1948,9,0,0,44800,81078,44800,20190110,OL,0110,0,1,Rachel V.,724-7427
4182,2020,12006365B,S,9999,Jan  9 2019 12:00AM,1,1,3,1,0,6,8,2,3,9,0,1,360,1948,3,2,0,21200,29289,21200,20190110,OL,0110,0,1,Rachel V.,724-7427
4183,2020,120070590,S,9999,Jan  9 2019 12:00AM,1,1,4,3,0,7,9,2,3,9,0,1,792,1944,9,0,0,29990,47442,29990,20190110,OL,0110,0,1,Rachel V.,724-7427
4184,2020,12007338A,S,9999,Jan  9 2019 12:00AM,1,1,3,3,0,7,8,1,3,9,0,1,396,1937,9,0,0,22800,38719,22800,20190110,OL,0110,0,1,Rachel V.,724-7427
4185,2020,120073860,S,9999,Jan  1 2007 12:00AM,1,1,5,1,3,7,6,1,3,9,0,1,784,1945,9,0,0,64153,64153,41699,20070130,00,0125,0,1,Rachel V.,724-7427
4186,2020,120073990,S,9999,Sep  1 1982 12:00AM,1,1,5,1,0,7,6,1,3,9,0,1,688,1942,9,0,0,41321,41321,26859,20070207,00,0125,0,1,Rachel V.,724-7427
4187,2020,120074470,S,9999,Sep  1 1965 12:00AM,1,1,4,1,3,7,8,2,3,3,2,1,780,1943,9,0,0,42334,42334,27517,20070207,00,0125,0,1,Rachel V.,724-7427
4188,2020,120075610,S,9999,Oct  1 1988 12:00AM,1,1,6,1,3,7,8,1,4,3,1,1,1252,1950,3,1,0,32904,32904,21388,20070207,00,0125,0,0.6,Rachel V.,724-7427
4189,2020,120076130,S,9999,Aug  1 1965 12:00AM,1,1,5,2,3,7,8,2,3,3,1,1,866,1943,9,0,0,48929,48929,31804,20070207,00,0125,0,1,Rachel V.,724-7427
4190,2020,120076380,S,9999,Jan  1 2007 12:00AM,1,1,4,1,0,7,8,1,3,9,0,1,840,1951,9,0,0,65840,65840,42796,20070130,00,0125,0,1,Rachel V.,724-7427
4191,2020,120076910,S,9999,Jan  1 2007 12:00AM,1,1,3,1,3,7,8,1,3,9,0,1,566,1940,9,0,0,53488,53488,34767,20070130,00,0125,0,1,Rachel V.,724-7427
4192,2020,120076970,S,9999,Aug  1 1993 12:00AM,1,1,5,1,3,7,8,2,4,3,2,1,1130,1952,9,0,0,49099,49099,31914,20070207,00,0125,0,1,Rachel V.,724-7427
4193,2020,120076990,S,9999,Dec 27 2013 12:00AM,1,1,3,1,3,7,8,1,3,3,2,1,652,1941,9,0,0,59606,59606,38744,20131230,00,0125,0,1,Rachel V.,724-7427
4194,2020,120077220,S,9999,Jan  9 2019 12:00AM,1,1,4,3,0,7,8,2,3,9,0,1,669,1941,9,0,0,28800,45362,28800,20190110,OL,0110,0,1,Rachel V.,724-7427
4195,2020,120077400,S,9999,Jun  1 1978 12:00AM,1,1,4,1,2,7,8,2,3,9,0,1,662,1963,3,1,0,39915,39915,25945,20070207,00,0125,0,1,Rachel V.,724-7427
4196,2020,12007779C,S,9999,Jun  1 1978 12:00AM,1,1,3,1,0,7,8,2,3,9,0,1,450,1952,9,0,0,33282,33282,21633,19811027,00,0125,0,1,Rachel V.,724-7427
4197,2020,120080700,S,9999,Jan  9 2019 12:00AM,1,1,3,1,3,7,8,1,3,3,1,2,400,1947,9,0,0,21600,34019,21600,20190110,OL,0110,0,1,Rachel V.,724-7427
4198,2020,120081270,S,9999,Jan  1 2007 12:00AM,1,1,4,1,0,1,8,1,3,9,0,1,416,1955,9,0,0,54978,54978,35736,20070131,00,0125,0,1,Rachel V.,724-7427
4199,2020,120081620,S,9999,Jan  9 2019 12:00AM,1,1,3,3,4,1,8,1,4,3,1,1,325,1962,9,0,0,21300,36467,21300,20190110,OL,0110,0,1,Rachel V.,724-7427
4200,2020,120081780,S,9999,Sep  1 1965 12:00AM,1,1,4,1,0,7,8,2,3,3,1,1,690,1947,9,0,0,39807,39807,25875,20070207,00,0125,0,1,Rachel V.,724-7427
4201,2020,120082040,S,9999,Aug  1 1985 12:00AM,1,1,3,1,0,7,6,2,3,9,0,1,320,1947,3,2,0,31993,31993,20795,20070207,00,0125,0,1,Rachel V.,724-7427
4202,2020,120083500,S,9999,Feb  1 1982 12:00AM,1,1,6,1,0,7,8,2,3,3,1,1,1047,1951,9,0,0,47039,47039,30575,20070207,00,0125,0,1,Rachel V.,724-7427
4203,2020,120084640,S,9999,Jan  9 2019 12:00AM,1,1,3,2,3,7,8,1,3,9,0,1,635,1948,9,0,0,27400,44882,27400,20190110,OL,0110,0,1,Rachel V.,724-7427
4204,2020,120085490,S,9999,Dec  1 1981 12:00AM,1,1,5,1,0,7,8,1,3,3,1,1,720,1952,9,0,0,42646,42646,27720,20070207,00,0125,0,1,Rachel V.,724-7427
4205,2020,120086280,S,9999,Sep  1 1965 12:00AM,1,1,4,1,3,7,8,1,3,9,0,1,864,1946,9,0,0,45337,45337,29469,20070207,00,0125,0,1,Rachel V.,724-7427
4206,2020,120086320,S,9999,Aug  1 1985 12:00AM,1,1,5,1,0,7,6,1,3,9,0,1,648,1962,9,0,0,40341,40341,26222,20070207,00,0125,0,1,Rachel V.,724-7427
4207,2020,120087170,S,9999,Dec 21 2010 12:00AM,1,1,4,1,0,7,8,2,3,3,1,1,781,1955,9,0,0,44834,44834,40351,20101221,00,0125,0,1,Rachel V.,724-7427
4208,2020,120087200,S,9999,Jan  9 2019 12:00AM,1,1,4,1,2,7,8,1,3,9,0,1,535,1957,3,1,0,37000,41563,37000,20190110,OL,0110,0,1,Rachel V.,724-7427
4209,2020,120087600,S,9999,Jan  9 2019 12:00AM,1,1,4,2,2,7,6,1,3,9,0,2,660,1959,9,0,0,40800,48865,40800,20190110,OL,0110,0,1,Rachel V.,724-7427
4210,2020,120087650,S,9999,Aug  1 1976 12:00AM,1,1,4,2,2,7,8,2,3,9,0,2,1020,1960,3,1,0,56894,56894,51205,19760827,00,0125,0,1,Rachel V.,724-7427
4211,2020,120087660,S,9999,Jan  9 2019 12:00AM,1,1,5,2,0,7,4,1,3,3,1,2,1071,1955,9,0,0,53700,64281,53700,20190110,OL,0110,0,1,Rachel V.,724-7427
4212,2020,120090720,S,9999,Sep  1 1965 12:00AM,1,1,3,2,3,7,8,2,3,9,0,1,613,1942,9,0,0,41126,41126,26732,20041027,00,0125,0,1,Rachel V.,724-7427
4213,2020,120090890,S,9999,Jan  1 2007 12:00AM,1,1,3,1,0,7,8,1,3,9,0,1,465,1946,9,0,0,49613,49613,32248,20070131,00,0125,0,1,Rachel V.,724-7427
4214,2020,120092200,S,9999,Aug  1 1985 12:00AM,1,1,2,2,0,7,8,1,3,9,0,1,563,1953,9,0,0,41916,41916,27245,20051216,00,0125,0,1,Rachel V.,724-7427
4215,2020,120092510,S,9999,Aug  1 1985 12:00AM,1,1,3,2,0,7,8,2,4,9,0,1,480,1942,9,0,0,37296,37296,24242,20100105,00,0125,0,1,Rachel V.,724-7427
4216,2020,120092680,S,9999,Aug  1 1985 12:00AM,1,1,3,2,3,7,8,2,4,9,0,1,474,1947,9,0,0,37112,37112,24123,20041116,00,0125,0,1,Rachel V.,724-7427
4217,2020,120092780,S,9999,Sep  1 1965 12:00AM,1,1,4,2,0,6,6,2,3,3,1,2,726,1957,9,0,0,44663,44663,29031,20041026,00,0125,0,1,Rachel V.,724-7427
4218,2020,12112275F,S,9999,Oct  1 1998 12:00AM,1,1,5,1,3,7,1,1,3,3,2,1,1012,1951,3,1,0,71933,71933,71933,20011115,00,0125,0,1,Michael V.,724-7421
4219,2020,122040090,S,9999,Jan  1 1980 12:00AM,1,1,4,1,3,7,6,1,3,3,1,1,703,1946,9,0,0,48852,48852,48852,20060208,00,0125,0,1,Michael V.,724-7421
4220,2020,122050260,S,9999,Sep  1 1910 12:00AM,1,1,7,1,2,7,6,1,6,9,0,2,1460,1952,9,0,0,81052,81052,81052,20060208,00,0125,0,1,Michael V.,724-7421
4221,2020,122050350,S,9999,Mar  1 1969 12:00AM,1,1,3,1,3,1,8,2,3,3,2,1,679,1946,9,0,0,61980,61980,61980,20060208,00,0125,0,1,Michael V.,724-7421
4222,2020,122131330,S,9999,Dec  1 1964 12:00AM,1,1,3,2,0,7,6,1,3,9,0,2,600,1947,1,1,0,54823,54823,54823,19730628,00,0125,0,1,Michael V.,724-7421
4223,2020,122162700,S,9999,Dec  8 2015 12:00AM,1,1,4,2,3,7,8,2,3,3,1,2,495,1939,1,1,0,82882,82882,74594,20151211,00,0125,13356,1,Michael V.,724-7421
4224,2020,122162720,S,9999,Feb  1 1980 12:00AM,1,1,5,2,3,7,8,1,3,9,0,2,897,1937,9,0,0,77857,77857,70071,19800811,00,0125,0,1,Michael V.,724-7421
4225,2020,122163610,S,9999,Sep  1 1986 12:00AM,1,1,6,2,3,7,1,2,6,3,1,1,1101,1938,3,2,0,95861,95861,86275,19861028,00,0125,0,1,Michael V.,724-7421
4226,2020,122171540,S,9999,Sep  1 1986 12:00AM,1,1,3,2,2,7,8,1,3,9,0,2,538,1951,9,0,0,64856,64856,51885,19861028,00,0125,0,1,Michael V.,724-7421
4227,2020,122180940,S,9999,May  1 1969 12:00AM,1,1,3,1,3,7,8,1,4,3,1,1,840,1938,9,0,0,75415,75415,60332,19730417,00,0125,0,1,Michael V.,724-7421
4228,2020,12218098A,S,9999,Nov  1 1964 12:00AM,1,1,5,2,3,7,6,1,3,9,0,2,921,1945,9,0,0,80676,80676,64541,19750527,00,0125,0,1,Michael V.,724-7421
4229,2020,12218136D,S,9999,Dec  1 1998 12:00AM,1,1.5,6,1,3,7,8,1,6,9,0,1,1368,1949,9,0,0,118052,118052,94442,20040203,00,0125,0,1,Michael V.,724-7421
